"","protein family","annotation","well-predicted, within family","well-predicted, outside family","poorly-predicted, within family","poorly-predicted, outside family","p_value","odds_ratio","p_value.adj","note"
"69","IPR043477","Peptidase C30, domain 3, coronavirus (homologous_superfamily)","2","1161","8","165","2.43958793522604e-06","0.0355297157622739",1.07341869149946e-05,"poorly predicted family"
"70","IPR043178","Papain-like protease, thumb domain superfamily, coronavirus (homologous_superfamily)","2","1161","8","165","2.43958793522604e-06","0.0355297157622739",1.07341869149946e-05,"poorly predicted family"
"71","IPR036890","Histidine kinase/HSP90-like ATPase superfamily (homologous_superfamily)","9","1154","1","172","1","1.34142114384749",1,"not significant"
"72","IPR018995","RNA synthesis protein NSP10, coronavirus (domain)","2","1161","8","165","2.43958793522604e-06","0.0355297157622739",1.07341869149946e-05,"poorly predicted family"
"73","IPR036322","WD40-repeat-containing domain superfamily (homologous_superfamily)","9","1154","1","172","1","1.34142114384749",1,"not significant"
"74","IPR001723","Nuclear hormone receptor (family)","10","1153","0","173","0.377504855923006","Inf",0.48194877651035,"not significant"
"75","IPR036249","Thioredoxin-like superfamily (homologous_superfamily)","10","1153","0","173","0.377504855923006","Inf",0.48194877651035,"not significant"
"76","IPR050122","Receptor Tyrosine Kinase (family)","10","1153","0","173","0.377504855923006","Inf",0.48194877651035,"not significant"
"77","IPR038123","Non-structural protein NSP4, C-terminal superfamily, coronavirus (homologous_superfamily)","2","1161","8","165","2.43958793522604e-06","0.0355297157622739",1.07341869149946e-05,"poorly predicted family"
"78","IPR001452","SH3 domain (domain)","10","1153","0","173","0.377504855923006","Inf",0.48194877651035,"not significant"
"79","IPR032505","Non-structural protein NSP4, C-terminal, coronavirus (domain)","2","1161","8","165","2.43958793522604e-06","0.0355297157622739",1.07341869149946e-05,"poorly predicted family"
"80","IPR037230","Non-structural protein NSP8 superfamily, coronavirus (homologous_superfamily)","2","1161","8","165","2.43958793522604e-06","0.0355297157622739",1.07341869149946e-05,"poorly predicted family"
"81","IPR037204","Non-structural protein NSP7 superfamily, coronavirus (homologous_superfamily)","2","1161","8","165","2.43958793522604e-06","0.0355297157622739",1.07341869149946e-05,"poorly predicted family"
"82","IPR001408","G-protein alpha subunit, group I (family)","10","1153","0","173","0.377504855923006","Inf",0.48194877651035,"not significant"
"83","IPR047566","Coronavirus replicase NSP3, Y domain (domain)","2","1161","8","165","2.43958793522604e-06","0.0355297157622739",1.07341869149946e-05,"poorly predicted family"
"84","IPR036499","Non-structural protein NSP9 superfamily, coronavirus (homologous_superfamily)","2","1161","8","165","2.43958793522604e-06","0.0355297157622739",1.07341869149946e-05,"poorly predicted family"
"85","IPR003591","Leucine-rich repeat, typical subtype (repeat)","4","1159","6","167","0.000582460071014924","0.0960598216853609",0.00183806915056658,"poorly predicted family"
"86","IPR003594","Histidine kinase/HSP90-like ATPase domain (domain)","9","1154","1","172","1","1.34142114384749",1,"not significant"
"87","IPR013016","Peptidase C16, coronavirus (domain)","2","1161","8","165","2.43958793522604e-06","0.0355297157622739",1.07341869149946e-05,"poorly predicted family"
"88","IPR008740","Peptidase C30, coronavirus (domain)","2","1161","8","165","2.43958793522604e-06","0.0355297157622739",1.07341869149946e-05,"poorly predicted family"
